Species,Susceptibility Rating,suggested_name,accepted_name,family,taxon_distribution
Banksia epica,highly_susceptible,Banksia epica,Banksia epica,Proteaceae,WA
Banksia lullfitzii,highly_susceptible,Banksia lullfitzii,Banksia lullfitzii,Proteaceae,WA
Banksia meisneri var. ascendens,highly_susceptible,Banksia meisneri subsp. ascendens,Banksia meisneri subsp. ascendens,Proteaceae,WA
Banksia ornata,highly_susceptible,Banksia ornata,Banksia ornata,Proteaceae,"SA, Vic"
Banksia pulchella,highly_susceptible,Banksia pulchella,Banksia pulchella,Proteaceae,WA
Banksia saxicola,highly_susceptible,Banksia saxicola,Banksia saxicola,Proteaceae,Vic
Banksia scabrella,highly_susceptible,Banksia scabrella,Banksia scabrella,Proteaceae,WA
Banksia sceptrum,highly_susceptible,Banksia sceptrum,Banksia sceptrum,Proteaceae,WA
Banksia victoriae,highly_susceptible,Banksia victoriae,Banksia victoriae,Proteaceae,WA
Cennarrhenes nitida,highly_susceptible,Cenarrhenes nitida,Cenarrhenes nitida,Proteaceae,Tas
Dryandra acanthopoda,highly_susceptible,Banksia acanthopoda,Banksia acanthopoda,Proteaceae,WA
Dryandra baxteri,highly_susceptible,Banksia biterax,Banksia biterax,Proteaceae,WA
Dryandra comosa,highly_susceptible,Banksia comosa,Banksia comosa,Proteaceae,WA
Dryandra conferta var. parva,highly_susceptible,Banksia densa var. parva,Banksia densa var. parva,Proteaceae,WA
Dryandra cynaroides,highly_susceptible,Banksia cynaroides,Banksia cynaroides,Proteaceae,WA
Dryandra erythrocephala var. inopinata,highly_susceptible,Banksia erythrocephala var. inopinata,Banksia erythrocephala var. inopinata,Proteaceae,WA
Dryandra falcata,highly_susceptible,Banksia falcata,Banksia falcata,Proteaceae,WA
Dryandra ferruginea subsp. pumila,highly_susceptible,Banksia rufa subsp. pumila,Banksia rufa subsp. pumila,Proteaceae,WA
Dryandra foliosissima,highly_susceptible,Banksia foliosissima,Banksia foliosissima,Proteaceae,WA
Dryandra fraseri var. oxycedra,highly_susceptible,Banksia fraseri var. oxycedra,Banksia fraseri var. oxycedra,Proteaceae,WA
Dryandra horrida,highly_susceptible,Banksia horrida,Banksia horrida,Proteaceae,WA
Dryandra idiogenes,highly_susceptible,Banksia idiogenes,Banksia idiogenes,Proteaceae,WA
Dryandra ionthocarpa E,highly_susceptible,Banksia ionthocarpa,Banksia ionthocarpa,Proteaceae,WA
Dryandra kippistiana var. paenepeccata,highly_susceptible,Banksia kippistiana var. paenepeccata,Banksia kippistiana var. paenepeccata,Proteaceae,WA
Dryandra lepidorhiza,highly_susceptible,Banksia lepidorhiza,Banksia lepidorhiza,Proteaceae,WA
Dryandra mucronulata,highly_susceptible,Banksia mucronulata,Banksia mucronulata,Proteaceae,WA
Dryandra octotriginta,highly_susceptible,Banksia octotriginta,Banksia octotriginta,Proteaceae,WA
Dryandra porrecta,highly_susceptible,Banksia porrecta,Banksia porrecta,Proteaceae,WA
Dryandra preissii,highly_susceptible,Banksia acuminata,Banksia acuminata,Proteaceae,WA
Dryandra pulchella,highly_susceptible,Banksia bella,Banksia bella,Proteaceae,WA
Dryandra sclerophylla,highly_susceptible,Banksia sclerophylla,Banksia sclerophylla,Proteaceae,WA
Dryandra shanklandiorum,highly_susceptible,Banksia shanklandiorum,Banksia shanklandiorum,Proteaceae,WA
Dryandra speciosa,highly_susceptible,Banksia splendida,Banksia splendida,Proteaceae,WA
Dryandra subpinnatifida,highly_susceptible,Banksia subpinnatifida,Banksia subpinnatifida,Proteaceae,WA
Dryandra tenuifolia,highly_susceptible,Banksia tenuis,Banksia tenuis,Proteaceae,WA
Dryandra tortifolia,highly_susceptible,Banksia tortifolia,Banksia tortifolia,Proteaceae,WA
Dryandra trifontinalis,highly_susceptible,Banksia trifontinalis,Banksia trifontinalis,Proteaceae,WA
Dryandra wonganensis,highly_susceptible,Banksia wonganensis,Banksia wonganensis,Proteaceae,WA
Grevillea chrysophaea,highly_susceptible,Grevillea chrysophaea,Grevillea chrysophaea,Proteaceae,Vic
Grevillea irrasa subsp. irrasa,highly_susceptible,Grevillea irrasa subsp. irrasa,Grevillea irrasa subsp. irrasa,Proteaceae,NSW
Grevillea williamsonii E,highly_susceptible,Grevillea aquifolium,Grevillea aquifolium,Proteaceae,"SA, Vic"
Hakea marginata,highly_susceptible,Hakea marginata,Hakea marginata,Proteaceae,WA
Isopogon alcicornis,highly_susceptible,Isopogon alcicornis,Isopogon alcicornis,Proteaceae,WA
Isopogon drummondii,highly_susceptible,Isopogon drummondii,Isopogon drummondii,Proteaceae,WA
Isopogon tridens,highly_susceptible,Isopogon tridens,Isopogon tridens,Proteaceae,WA
Isopogon trilobus,highly_susceptible,Isopogon trilobus,Isopogon trilobus,Proteaceae,WA
Persoonia cornifolia,highly_susceptible,Persoonia cornifolia,Persoonia cornifolia,Proteaceae,"Qld, NSW"
Persoonia muelleri var. densifolia,highly_susceptible,Persoonia muelleri var. densifolia,Persoonia muelleri var. densifolia,Proteaceae,Tas
Petrophile anceps,highly_susceptible,Petrophile anceps,Petrophile anceps,Proteaceae,WA
Petrophile ericifolia,highly_susceptible,Petrophile ericifolia,Petrophile ericifolia,Proteaceae,WA
Petrophile longifolia,highly_susceptible,Petrophile longifolia,Petrophile longifolia,Proteaceae,WA
Petrophile media,highly_susceptible,Petrophile media,Petrophile media,Proteaceae,WA
Asterolasia phebalioides V,highly_susceptible,Asterolasia phebalioides,Asterolasia phebalioides,Rutaceae,"SA, Vic"
Boronia citriodora,highly_susceptible,Boronia citriodora,Boronia citriodora,Rutaceae,Tas
Nematolepis squamea s.l.,highly_susceptible,Nematolepis squamea,Nematolepis squamea,Rutaceae,"Qld, NSW, Vic, Tas"
Phebalium daviesii,highly_susceptible,Phebalium daviesii,Phebalium daviesii,Rutaceae,Tas
Stylidium amoenum,highly_susceptible,Stylidium amoenum,Stylidium amoenum,Stylidiaceae,WA
Pimelea pagophila V,highly_susceptible,Pimelea pagophila,Pimelea pagophila,Thymelaeaceae,Vic
Tetratheca hirsuta,highly_susceptible,Tetratheca hirsuta,Tetratheca hirsuta,Elaeocarpaceae,WA
Tetratheca subaphylla,highly_susceptible,Tetratheca subaphylla,Tetratheca subaphylla,Elaeocarpaceae,"NSW, Vic"
Tasmannia purpurascens V,highly_susceptible,Tasmannia purpurascens,Tasmannia purpurascens,Winteraceae,NSW
Xanthorrhoea glauca subsp. glauca,highly_susceptible,Xanthorrhoea glauca subsp. glauca,Xanthorrhoea glauca subsp. glauca,Xanthorrhoeaceae,"Qld, NSW"
Andersonia sprengelioides,highly_susceptible,Andersonia sprengelioides [alternative possible names: Andersonia lehmanniana (pro parte misapplied)],Andersonia sprengelioides,Ericaceae,WA
Leucopogon gibbosus,highly_susceptible,Leucopogon gibbosus,Leucopogon gibbosus,Ericaceae,WA
Leucopogon gnaphaloides E,highly_susceptible,Leucopogon gnaphalioides,Leucopogon gnaphalioides,Ericaceae,WA
Sphenotoma dracophylloides,highly_susceptible,Sphenotoma dracophylloides,Sphenotoma dracophylloides,Ericaceae,WA
Sphenotoma sp. Stirling,highly_susceptible,Sphenotoma sp. Stirling Range (P.G.Wilson 4235),Sphenotoma sp. Stirling Range (P.G.Wilson 4235),Ericaceae,WA
Pultenaea daphnoides,highly_susceptible,Pultenaea daphnoides,Pultenaea daphnoides,Fabaceae,"SA, Qld, NSW, Vic, Tas"
Pultenaea reticulata,highly_susceptible,Pultenaea reticulata,Pultenaea reticulata,Fabaceae,WA
Adenanthos labillardierei,highly_susceptible,Adenanthos labillardierei,Adenanthos labillardierei,Proteaceae,WA
Adenanthos linearis,highly_susceptible,Adenanthos linearis,Adenanthos linearis,Proteaceae,WA
Banksia benthamiana,highly_susceptible,Banksia benthamiana,Banksia benthamiana,Proteaceae,WA
Banksia violacea,highly_susceptible,Banksia violacea,Banksia violacea,Proteaceae,WA
Dryandra concinna,highly_susceptible,Banksia concinna,Banksia concinna,Proteaceae,WA
Dryandra foliolata,highly_susceptible,Banksia foliolata,Banksia foliolata,Proteaceae,WA
Dryandra quercifolia,highly_susceptible,Banksia heliantha,Banksia heliantha,Proteaceae,WA
Isopogon buxifolius var. obovatus,highly_susceptible,Isopogon spathulatus subsp. obovatus,Isopogon spathulatus subsp. obovatus,Proteaceae,WA
Lambertia uniflora,highly_susceptible,Lambertia uniflora,Lambertia uniflora,Proteaceae,WA
Petrophile divaricata,highly_susceptible,Petrophile divaricata,Petrophile divaricata,Proteaceae,WA
Tetratheca setigera,highly_susceptible,Tetratheca setigera,Tetratheca setigera,Elaeocarpaceae,WA
Xanthorrhoea arenaria V,highly_susceptible,Xanthorrhoea arenaria,Xanthorrhoea arenaria,Xanthorrhoeaceae,Tas
Xanthorrhoea brevistyla,highly_susceptible,Xanthorrhoea brevistyla,Xanthorrhoea brevistyla,Xanthorrhoeaceae,WA
Andersonia pinaster V,highly_susceptible,Andersonia pinaster,Andersonia pinaster,Ericaceae,WA
Banksia oreophila,highly_susceptible,Banksia oreophila,Banksia oreophila,Proteaceae,WA
Xanthorrhoea platyphylla,highly_susceptible,Xanthorrhoea platyphylla,Xanthorrhoea platyphylla,Xanthorrhoeaceae,WA
Andersonia echinocephala,highly_susceptible moderately_susceptible,Andersonia echinocephala,Andersonia echinocephala,Ericaceae,WA
Sphenotoma drummondii E,highly_susceptible low_susceptibility,Sphenotoma drummondii,Sphenotoma drummondii,Ericaceae,WA
Gastrolobium leakeanum,highly_susceptible low_susceptibility,Gastrolobium leakeanum,Gastrolobium leakeanum,Fabaceae,WA
Persoonia micranthera E,highly_susceptible low_susceptibility,Persoonia micranthera,Persoonia micranthera,Proteaceae,WA
Boronia parviflora,highly_susceptible low_susceptibility variable_susceptibility,Boronia parviflora,Boronia parviflora,Rutaceae,"SA, Qld, NSW, Vic, Tas"
Boronia pilosa s.l.,highly_susceptible moderately_susceptible,Boronia pilosa,Boronia pilosa,Rutaceae,"SA, Vic, Tas"
Gastrolobium pulchellum,highly_susceptible moderately_susceptible susceptible_but_degree_unknown,Gastrolobium pulchellum,Gastrolobium pulchellum,Fabaceae,WA
Leptospermum glaucescens,highly_susceptible variable_susceptibility moderately_susceptible,Leptospermum glaucescens,Leptospermum glaucescens,Myrtaceae,Tas
Patersonia pygmaea,highly_susceptible field_resistant,Patersonia pygmaea,Patersonia pygmaea,Iridaceae,WA
Isopogon baxteri,highly_susceptible low_susceptibilitymoderately_susceptible,Isopogon baxteri,Isopogon baxteri,Proteaceae,WA
Andersonia grandiflora,highly_susceptible moderately_susceptible,Andersonia grandiflora,Andersonia grandiflora,Ericaceae,WA
Leucopogon atherolepis,highly_susceptible moderately_susceptible,Leucopogon atherolepis,Leucopogon atherolepis,Ericaceae,WA
Gastrolobium mondurup,highly_susceptible moderately_susceptible,Gastrolobium mondurup,Gastrolobium mondurup,Fabaceae,WA
Baeckea leptocaulis,highly_susceptible moderately_susceptible,Baeckea leptocaulis,Baeckea leptocaulis,Myrtaceae,Tas
Dryandra pseudoplumosa,highly_susceptible moderately_susceptible,Banksia pseudoplumosa,Banksia pseudoplumosa,Proteaceae,WA
Isopogon latifolius,highly_susceptible moderately_susceptible,Isopogon latifolius,Isopogon latifolius,Proteaceae,WA
Lambertia ericifolia,highly_susceptible moderately_susceptible,Lambertia ericifolia,Lambertia ericifolia,Proteaceae,WA
Dryandra armata s.l.,highly_susceptible susceptible_but_degree_unknown,Banksia armata,Banksia armata,Proteaceae,WA
Darwinia oxylepis E,highly_susceptible susceptible_but_degree_unknown,Darwinia oxylepis,Darwinia oxylepis,Myrtaceae,WA
Banksia baueri,highly_susceptible susceptible_but_degree_unknown moderately_susceptible,Banksia baueri,Banksia baueri,Proteaceae,WA
Isopogon formosus,highly_susceptible susceptible_but_degree_unknown low_susceptibility,Isopogon formosus,Isopogon formosus,Proteaceae,WA
Olearia axillaris,low_susceptibility,Olearia axillaris,Olearia axillaris,Asteraceae,"WA, SA, NSW, Vic, Tas"
Allocasuarina eriochlamys subsp. grossa,low_susceptibility,Allocasuarina eriochlamys subsp. grossa,Allocasuarina eriochlamys subsp. grossa,Casuarinaceae,WA
Allocasuarina globosa,low_susceptibility,Allocasuarina globosa,Allocasuarina globosa,Casuarinaceae,WA
Bauera rubioides,low_susceptibility,Bauera rubioides,Bauera rubioides,Cunoniaceae,"SA, Qld, NSW, Vic, Tas"
Bauera sessiliflora,low_susceptibility,Bauera sessiliflora,Bauera sessiliflora,Cunoniaceae,Vic
Astroloma baxteri,low_susceptibility,Brachyloma baxteri,Brachyloma baxteri,Ericaceae,WA
Astroloma microphyllum,low_susceptibility,Styphelia pentapogona,Styphelia pentapogona,Ericaceae,WA
Astroloma sp. Fitzgerald (GJ Keighery 8376),low_susceptibility,Styphelia prostrata,Styphelia prostrata,Ericaceae,WA
Astroloma sp. Grass Patch (AJG Wilson 110),low_susceptibility,Astroloma sp. Grass Patch (A.J.G.Wilson 110),Astroloma sp. Grass Patch (A.J.G.Wilson 110),Ericaceae,WA
Coleanthera virgata,low_susceptibility,Styphelia lanata,Styphelia lanata,Ericaceae,WA (presumed extinct)
Conostephium marchantiorum,low_susceptibility,Conostephium marchantiorum,Conostephium marchantiorum,Ericaceae,WA
Conostephium uncinatum,low_susceptibility,Conostephium uncinatum,Conostephium uncinatum,Ericaceae,WA
Leucopogon cucullatus,low_susceptibility,Leucopogon cucullatus,Leucopogon cucullatus,Ericaceae,WA
Leucopogon unilateralis,low_susceptibility,Leucopogon unilateralis,Leucopogon unilateralis,Ericaceae,WA
Leucopogon sp. 4,low_susceptibility,Styphelia blakei,Styphelia blakei,Ericaceae,Qld
Lysinema lasianthum,low_susceptibility,Lysinema lasianthum,Lysinema lasianthum,Ericaceae,WA
Monotoca sp. Mt Maxwell (KR Newbey 4727),low_susceptibility,Monotoca aristata,Monotoca aristata,Ericaceae,WA
Sphenotoma parviflora,low_susceptibility,Sphenotoma parviflora,Sphenotoma parviflora,Ericaceae,WA
Styphelia pulchella,low_susceptibility,Styphelia exserta,Styphelia exserta,Ericaceae,WA
Trochocarpa parviflora,low_susceptibility,Acrotriche parviflora,Acrotriche parviflora,Ericaceae,WA
Bossiaea obcordata,low_susceptibility,Bossiaea obcordata,Bossiaea obcordata,Fabaceae,"Qld, NSW, Vic, Tas"
Daviesia microcarpa E,low_susceptibility,Daviesia microcarpa,Daviesia microcarpa,Fabaceae,WA
Daviesia microphylla,low_susceptibility,Daviesia microphylla,Daviesia microphylla,Fabaceae,WA
Daviesia oppositifolia,low_susceptibility,Daviesia oppositifolia,Daviesia oppositifolia,Fabaceae,WA
Daviesia ovata,low_susceptibility,Daviesia ovata,Daviesia ovata,Fabaceae,WA
Daviesia pauciflora,low_susceptibility,Daviesia pauciflora,Daviesia pauciflora,Fabaceae,WA
Daviesia purpurascens,low_susceptibility,Daviesia purpurascens,Daviesia purpurascens,Fabaceae,WA
Daviesia sp. [CAM] (KR Newbey 8162),low_susceptibility,Daviesia campephylla,Daviesia campephylla,Fabaceae,WA
Daviesia sp. [PLE] (AS George 10288),low_susceptibility,Daviesia pleurophylla,Daviesia pleurophylla,Fabaceae,WA
Eutaxia densifolia,low_susceptibility,Eutaxia parvifolia,Eutaxia parvifolia,Fabaceae,WA
Gastrolobium spinosum,low_susceptibility,Gastrolobium spinosum,Gastrolobium spinosum,Fabaceae,WA
Acacia pataczekii,low_susceptibility,Acacia pataczekii,Acacia pataczekii,Fabaceae,Tas
Agonis floribunda,low_susceptibility,Taxandria floribunda,Taxandria floribunda,Myrtaceae,WA
Beaufortia emprtrifolia,low_susceptibility,Beaufortia empetrifolia,Beaufortia empetrifolia,Myrtaceae,WA
Beaufortia eriocephala,low_susceptibility,Beaufortia eriocephala,Beaufortia eriocephala,Myrtaceae,WA
Eucalyptus decipiens s.l.,low_susceptibility,Eucalyptus decipiens,Eucalyptus decipiens,Myrtaceae,WA
Eucalyptus ligulata subsp. stirlingica,low_susceptibility,Eucalyptus ligulata subsp. stirlingica,Eucalyptus ligulata subsp. stirlingica,Myrtaceae,WA
Leptospermum trinervium,low_susceptibility,Leptospermum trinervium,Leptospermum trinervium,Myrtaceae,"Qld, NSW, ACT, Vic"
Melaleuca pritzellii,low_susceptibility,Melaleuca pritzelii,Melaleuca pritzelii,Myrtaceae,WA
Regelia inops,low_susceptibility,Regelia inops,Regelia inops,Myrtaceae,WA
Austrostipa flavescens,low_susceptibility,Austrostipa flavescens,Austrostipa flavescens,Poaceae,"WA, SA, NSW, Vic, Tas"
Conospermum eatoniae,low_susceptibility,Conospermum eatoniae,Conospermum eatoniae,Proteaceae,WA
Conospermum scaposum,low_susceptibility,Conospermum scaposum,Conospermum scaposum,Proteaceae,WA
Conospermum undulatum,low_susceptibility,Conospermum undulatum,Conospermum undulatum,Proteaceae,WA
Franklandia triaristata,low_susceptibility,Franklandia triaristata,Franklandia triaristata,Proteaceae,WA
Grevillea acrobotrya susbp. uniformis,low_susceptibility,Grevillea acrobotrya,Grevillea acrobotrya,Proteaceae,WA
Grevillea aneura,low_susceptibility,Grevillea aneura,Grevillea aneura,Proteaceae,WA
Grevillea annulifera,low_susceptibility,Grevillea annulifera,Grevillea annulifera,Proteaceae,WA
Grevillea asparagoides,low_susceptibility,Grevillea asparagoides [alternative possible names: Grevillea maxwellii (pro parte taxonomic synonym)],Grevillea asparagoides,Proteaceae,WA
Grevillea astericosa,low_susceptibility,Grevillea asteriscosa,Grevillea asteriscosa,Proteaceae,WA
Grevillea batrachioides E,low_susceptibility,Grevillea batrachioides,Grevillea batrachioides,Proteaceae,WA
Grevillea baxteri,low_susceptibility,Grevillea baxteri,Grevillea baxteri,Proteaceae,WA
Grevillea brachystylis subsp. australis V,low_susceptibility,Grevillea brachystylis subsp. australis,Grevillea brachystylis subsp. australis,Proteaceae,WA
Grevillea brachystylis subsp. brachystylis,low_susceptibility,Grevillea brachystylis subsp. brachystylis,Grevillea brachystylis subsp. brachystylis,Proteaceae,WA
Grevillea bracteosa,low_susceptibility,Grevillea bracteosa,Grevillea bracteosa,Proteaceae,WA
Grevillea candicans,low_susceptibility,Grevillea candicans,Grevillea candicans,Proteaceae,WA
Grevillea christinae E,low_susceptibility,Grevillea christineae,Grevillea christineae,Proteaceae,WA
Grevillea costata,low_susceptibility,Grevillea costata,Grevillea costata,Proteaceae,WA
Grevillea crowleyae,low_susceptibility,Grevillea crowleyae,Grevillea crowleyae,Proteaceae,WA
Grevillea curviloba s.l.,low_susceptibility,Grevillea curviloba,Grevillea curviloba,Proteaceae,WA
Grevillea depauperata,low_susceptibility,Grevillea depauperata,Grevillea depauperata,Proteaceae,WA
Grevillea donaldiana,low_susceptibility,Grevillea donaldiana,Grevillea donaldiana,Proteaceae,WA
Grevillea dryandroides s.l.,low_susceptibility,Grevillea dryandroides,Grevillea dryandroides,Proteaceae,WA
Grevillea erectiloba,low_susceptibility,Grevillea erectiloba,Grevillea erectiloba,Proteaceae,WA
Grevillea eriobotrya,low_susceptibility,Grevillea eriobotrya,Grevillea eriobotrya,Proteaceae,WA
Grevillea fistulosa,low_susceptibility,Grevillea fistulosa,Grevillea fistulosa,Proteaceae,WA
Grevillea flexuosa V,low_susceptibility,Grevillea flexuosa,Grevillea flexuosa,Proteaceae,WA
Grevillea fulgens,low_susceptibility,Grevillea fulgens,Grevillea fulgens,Proteaceae,WA
Grevillea fuscolutea,low_susceptibility,Grevillea fuscolutea,Grevillea fuscolutea,Proteaceae,WA
Grevillea georgeana,low_susceptibility,Grevillea georgeana,Grevillea georgeana,Proteaceae,WA
Grevillea glabrata subsp. dissectifolia,low_susceptibility,Grevillea manglesii subsp. dissectifolia,Grevillea manglesii subsp. dissectifolia,Proteaceae,WA
Grevillea glabrata subsp. ornithopoda,low_susceptibility,Grevillea manglesii subsp. ornithopoda,Grevillea manglesii subsp. ornithopoda,Proteaceae,WA
Grevillea globosa,low_susceptibility,Grevillea globosa,Grevillea globosa,Proteaceae,WA
Grevillea granulosa,low_susceptibility,Grevillea granulosa,Grevillea granulosa,Proteaceae,WA
Grevillea inconspicua,low_susceptibility,Grevillea inconspicua,Grevillea inconspicua,Proteaceae,WA
Grevillea infundibularis E,low_susceptibility,Grevillea infundibularis,Grevillea infundibularis,Proteaceae,WA
Grevillea involucrata E,low_susceptibility,Grevillea involucrata,Grevillea involucrata,Proteaceae,WA
Grevillea kenneallyi,low_susceptibility,Grevillea kenneallyi,Grevillea kenneallyi,Proteaceae,WA
Grevillea latifolia,low_susceptibility,Grevillea latifolia,Grevillea latifolia,Proteaceae,WA
Grevillea leptopoda,low_susceptibility,Grevillea leptopoda,Grevillea leptopoda,Proteaceae,WA
Grevillea lissopleura,low_susceptibility,Grevillea lissopleura,Grevillea lissopleura,Proteaceae,WA
Grevillea lullfitzii,low_susceptibility,Grevillea lullfitzii,Grevillea lullfitzii,Proteaceae,WA
Grevillea makinsonii,low_susceptibility,Grevillea makinsonii,Grevillea makinsonii,Proteaceae,WA
Grevillea manglesioides subsp. papillosa,low_susceptibility,Grevillea papillosa,Grevillea papillosa,Proteaceae,WA
Grevillea marriottii,low_susceptibility,Grevillea marriottii,Grevillea marriottii,Proteaceae,WA
Grevillea maxwellii E,low_susceptibility,Grevillea maxwellii,Grevillea maxwellii,Proteaceae,WA
Grevillea microstegia,low_susceptibility,Grevillea microstegia,Grevillea microstegia,Proteaceae,Vic
Grevillea miniata,low_susceptibility,Grevillea miniata,Grevillea miniata,Proteaceae,"WA, NT"
Grevillea minutiflora,low_susceptibility,Grevillea minutiflora,Grevillea minutiflora,Proteaceae,WA
Grevillea murex E,low_susceptibility,Grevillea murex,Grevillea murex,Proteaceae,WA
Grevillea nana subsp. abbreviata,low_susceptibility,Grevillea nana subsp. abbreviata,Grevillea nana subsp. abbreviata,Proteaceae,WA
Grevillea olivacea,low_susceptibility,Grevillea olivacea,Grevillea olivacea,Proteaceae,WA
Grevillea phanerophlebia,low_susceptibility,Grevillea phanerophlebia,Grevillea phanerophlebia,Proteaceae,WA
Grevillea phillipsiana,low_susceptibility,Grevillea phillipsiana,Grevillea phillipsiana,Proteaceae,WA
Grevillea pilosa subsp. dissecta,low_susceptibility,Grevillea neodissecta,Grevillea neodissecta,Proteaceae,WA
Grevillea pimeleoides,low_susceptibility,Grevillea pimeleoides,Grevillea pimeleoides,Proteaceae,WA
Grevillea prostrata,low_susceptibility,Grevillea prostrata,Grevillea prostrata,Proteaceae,WA
Grevillea psilantha,low_susceptibility,Grevillea psilantha,Grevillea psilantha,Proteaceae,WA
Grevillea rogersoniana,low_susceptibility,Grevillea rogersoniana,Grevillea rogersoniana,Proteaceae,WA
Grevillea rosieri,low_susceptibility,Grevillea rosieri,Grevillea rosieri,Proteaceae,WA
Grevillea roycei,low_susceptibility,Grevillea roycei,Grevillea roycei,Proteaceae,WA
Grevillea rudis,low_susceptibility,Grevillea rudis,Grevillea rudis,Proteaceae,WA
Grevillea scabra,low_susceptibility,Grevillea scabra,Grevillea scabra,Proteaceae,WA
Grevillea scabrida,low_susceptibility,Grevillea scabrida,Grevillea scabrida,Proteaceae,WA
Grevillea scapigera E,low_susceptibility,Grevillea scapigera,Grevillea scapigera,Proteaceae,WA
Grevillea secunda,low_susceptibility,Grevillea secunda,Grevillea secunda,Proteaceae,WA
Grevillea spinosissima,low_susceptibility,Grevillea spinosissima,Grevillea spinosissima,Proteaceae,WA
Grevillea stenostachya,low_susceptibility,Grevillea stenostachya,Grevillea stenostachya,Proteaceae,WA
Grevillea subtiliflora,low_susceptibility,Grevillea subtiliflora,Grevillea subtiliflora,Proteaceae,WA
Grevillea tenuiloba,low_susceptibility,Grevillea tenuiloba,Grevillea tenuiloba,Proteaceae,WA
Grevillea tetrapleura,low_susceptibility,Grevillea tetrapleura,Grevillea tetrapleura,Proteaceae,WA
Grevillea thelemanniana,low_susceptibility,Grevillea thelemanniana,Grevillea thelemanniana,Proteaceae,WA
Grevillea triloba,low_susceptibility,Grevillea triloba,Grevillea triloba,Proteaceae,WA
Grevillea wittweri,low_susceptibility,Grevillea wittweri,Grevillea wittweri,Proteaceae,WA
Hakea aculeata V,low_susceptibility,Hakea aculeata,Hakea aculeata,Proteaceae,WA
Hakea bicornata,low_susceptibility,Hakea bicornata,Hakea bicornata,Proteaceae,WA
Hakea crassinervia,low_susceptibility,Hakea petiolaris subsp. petiolaris,Hakea petiolaris subsp. petiolaris,Proteaceae,"WA, Vic (doubtfully naturalised)"
Hakea laurina,low_susceptibility,Hakea laurina,Hakea laurina,Proteaceae,"WA, SA (naturalised), Tas (formerly naturalised)"
Hakea longiflora,low_susceptibility,Hakea longiflora,Hakea longiflora,Proteaceae,WA
Hakea megalosperma V,low_susceptibility,Hakea megalosperma,Hakea megalosperma,Proteaceae,WA
Hakea myrtoides,low_susceptibility,Hakea myrtoides,Hakea myrtoides,Proteaceae,WA
Hakea neurophylla,low_susceptibility,Hakea neurophylla,Hakea neurophylla,Proteaceae,WA
Hakea pendens,low_susceptibility,Hakea pendens,Hakea pendens,Proteaceae,WA
Hakea rigida,low_susceptibility,Hakea rigida,Hakea rigida,Proteaceae,WA
Hakea rubrifolia,low_susceptibility,Hakea ruscifolia,Hakea ruscifolia,Proteaceae,WA
Hakea spathulata,low_susceptibility,Hakea neospathulata,Hakea neospathulata,Proteaceae,WA
Hakea tuberculata,low_susceptibility,Hakea tuberculata,Hakea tuberculata,Proteaceae,WA
Lambertia rariflora s.l.,low_susceptibility,Lambertia rariflora,Lambertia rariflora,Proteaceae,WA
Persoonia baeckeoides,low_susceptibility,Persoonia baeckeoides,Persoonia baeckeoides,Proteaceae,WA
Persoonia brachystylis,low_susceptibility,Persoonia brachystylis,Persoonia brachystylis,Proteaceae,WA
Persoonia brevirhachis,low_susceptibility,Persoonia brevirhachis,Persoonia brevirhachis,Proteaceae,WA
Persoonia chapmaniana,low_susceptibility,Persoonia chapmaniana,Persoonia chapmaniana,Proteaceae,WA
Persoonia hakeiformis,low_susceptibility,Persoonia hakeiformis,Persoonia hakeiformis,Proteaceae,WA
Persoonia kararae,low_susceptibility,Persoonia kararae,Persoonia kararae,Proteaceae,WA
Persoonia leucopogon,low_susceptibility,Persoonia leucopogon,Persoonia leucopogon,Proteaceae,WA
Persoonia microcarpa,low_susceptibility,Acidonia microcarpa,Acidonia microcarpa,Proteaceae,WA
Persoonia papillosa,low_susceptibility,Persoonia papillosa,Persoonia papillosa,Proteaceae,WA
Persoonia rudis,low_susceptibility,Persoonia rudis,Persoonia rudis,Proteaceae,WA
Persoonia scabra,low_susceptibility,Persoonia scabra,Persoonia scabra,Proteaceae,WA
Persoonia sulcata,low_susceptibility,Persoonia sulcata,Persoonia sulcata,Proteaceae,WA
Cryptandra pumila,low_susceptibility,Stenanthemum pumilum,Stenanthemum pumilum,Rhamnaceae,WA
Leucopogon lasiostachyus,low_susceptibility,Leucopogon lasiostachyus,Leucopogon lasiostachyus,Ericaceae,WA
Agonis parviceps,low_susceptibility,Taxandria parviceps,Taxandria parviceps,Myrtaceae,"WA, Vic (naturalised)"
Agonis spathulata,low_susceptibility,Taxandria spathulata,Taxandria spathulata,Myrtaceae,WA
Beaufortia decussata,low_susceptibility,Beaufortia decussata,Beaufortia decussata,Myrtaceae,WA
Calothamnus crassus,low_susceptibility,Calothamnus lateralis var. crassus [alternative possible names: Calothamnus montanus (pro parte misapplied)],Calothamnus lateralis var. crassus,Myrtaceae,WA
Eucalyptus staeri,low_susceptibility,Eucalyptus staeri,Eucalyptus staeri,Myrtaceae,WA
Kunzea montana,low_susceptibility,Kunzea montana,Kunzea montana,Myrtaceae,WA
Hakea ceratophylla,low_susceptibility,Hakea ceratophylla,Hakea ceratophylla,Proteaceae,WA
Hakea varia,low_susceptibility,Hakea varia,Hakea varia,Proteaceae,WA
